issue,has_embedding
Should the government restrict what adults can do and see on the internet?,True
Should it be illegal to keep certain breeds of dogs?,True
Should we have a separate school system for children of different abilities?,True
Should people be allowed to vote in person or only online?,True
Should the UK have a new system for selecting the monarch?,True
Is the UK's electoral system fair?,True
Should more funds be allocated to prevent drug use?,True
Should we legalize the purchase of cannabis?,True
Is it morally acceptable to pay people to have their organs removed to help other people?,True
Should the government increase taxes on products that contribute to global warming?,True
Do we need to know what our genetic history is?,True
Should we abolish private property so that wealth cannot be accumulated intergenerationally?,True
Should we continue to have a parliament that has both a House of Commons and a House of Lords?,True
Is it ethical to eat meat from animals raised in factory farms?,True
Is it acceptable for a UK citizen to consume meat if they don’t know whether it came from animals that had a good quality of life?,True
Is it morally ok for people to own guns?,True
Should we allow unlimited immigration?,True
Should we ban the sale of sweets in supermarkets?,True
Should the sale of alcohol be banned?,True
"Is it wrong for society to give certain people, such as members of royal families, special privileges because of their family status?",True
Should children under 12 years old be allowed to vote?,True
Should a tax be placed on the sale of firearms?,True
Should people be able to keep their own guns for their own protection?,True
Is austerity necessary to help the UK economy?,True
Should people be allowed to pay for an early grave so they can be buried alongside their loved ones?,True
Should teachers be allowed to give detention to children aged 12 or below?,True
Should more people be encouraged to become vegetarian or vegan?,True
Should the government require all people to pay for some form of private health insurance?,True
Should at least some of the  members of the House of Lords be elected?,True
Should we try to remove animal products from our diet?,True
Should we eat meat?,True
Should the government do more to protect the environment?,True
Should we do more to stop the rise of microplastics in the environment?,True
Is our current immigration policy correct?,True
Do we need an immigration system that is much stricter than the one we currently have?,True
Should we make it harder to buy a gun?,True
Should we make it easier for people to purchase guns for personal protection?,True
Should we tighten up the laws about who can have access to NHS records?,True
Is austerity necessary to reduce the UK’s national debt?,True
Is the government doing enough to protect our privacy?,True
Should people be allowed to give up their UK citizenship?,True
Should we restrict sales of sugary drinks?,True
Is it possible for the UK to avoid an increase in its national debt?,True
Should schools give more time to teaching philosophy?,True
Are children’s views about their education important?,True
Should people have to pay for their social care?,True
Does austerity work?,True
Is the UK too permissive when it comes to regulating gun ownership?,True
Should the government allow people to own guns?,True
Would the public be willing to accept a ban on the sale of tobacco in the UK?,True
Should people be allowed to live off the grid?,True
Should we change the education system to make it more focused on creative thinking and less focused on memorising facts?,True
Should we impose stricter gun control laws?,True
Should we ban the sale of all alcoholic beverages?,True
Is austerity a good economic policy for the UK?,True
Should we introduce more stringent gun control laws?,True
Is it okay to eat meat?,True
Should the government restrict immigration?,True
Is it acceptable to eat meat?,True
Should the government do more to control immigration?,True
Is a vegan diet optimal for humans?,True
Should religious groups be allowed to open schools that teach creationism?,True
Should children be taught philosophy in school?,True
Should immigration be restricted?,True
Should the NHS focus more on preventative medicine?,True
Should the UK allow private-sector organisations to run some parts of the health system?,True
Should we allow shops to be open 24 hours a day without a license?,True
Is it fair to provide free medical care to some people but not others?,True
Should children under the age of 12 be allowed to walk home from school on their own?,True
Should students be taught critical thinking in school?,True
Should there be more restrictions on the sale of alcohol?,True
Should we give free access to the National Health Service for everyone?,True
Should the UK abolish the House of Lords?,True
Is it the government’s role to help protect the environment?,True
Is austerity the best policy in an economic downturn?,True
Should children be allowed to have sugar in their diets?,True
Does Britain have a debt problem?,True
Is it ethical to cut down ancient forests in order to grow food for humans?,True
Should children learn about the Bible in school?,True
Should we ban the sale of alcohol on New Year's Eve?,True
Should it be easier to become a member of Parliament?,True
Should children be taught to take care of the elderly?,True
Should there be a statutory requirement for schools to be open for a minimum number of days each year?,True
Should we make it illegal for people to buy bottled water?,True
Should the government mandate that businesses contribute to a fund to provide universal health care?,True
Are the government's current plans to reduce air pollution effective?,True
Should we have a market for private healthcare?,True
Are we doing enough to protect the environment?,True
Should the NHS offer people the right to buy a transplant?,True
Should people be able to live on the street if they choose to do so?,True
Should all healthcare be free?,True
Should the sale of alcohol be restricted?,True
"Should people be required to buy their own healthcare insurance, as is the case in the USA?",True
Should the UK government take action to reduce the prevalence of guns and gun ownership in the UK?,True
Should we allow private companies to sell services as part of the NHS?,True
"Should teachers be allowed to express their views in the classroom, even if those views are against the mainstream?",True
Will we ever have a serious economic downturn again?,True
Should the police be allowed to carry guns?,True
Is immigration good for the economy?,True
Should the government nationalize the private health care industry?,True
Should we prioritise the protection of endangered species over the preservation of rural industries?,True
Should we change the rules of the House of Commons to make it easier for women and minority ethnic MPs to get elected?,True
Should people be allowed to buy their council house?,True
Does everyone have a responsibility to recycle?,True
Is it ever morally permissible to eat meat?,True
Should companies be allowed to advertise products that are harmful (such as alcohol and tobacco)?,True
Is it permissible to use tax-payers money to pay for healthcare for people who have chosen to have cosmetic surgery?,True
"Should we ban the sale of products such as tobacco, alcohol, or sugar that are known to be unhealthy?",True
Should all schoolchildren have to attend at least two sessions of religious education per week?,True
Should we allow the sale of alcohol in supermarkets on Sundays?,True
Is it morally acceptable for people to eat meat?,True
Should the law be changed to make it illegal to own or sell a private gun in the UK?,True
Should we ban the sale of soft drinks that are high in sugar?,True
Should people be fined for drinking alcohol in public places?,True
Do we have a responsibility to protect the environment for the benefit of future generations?,True
Should children be taught about gender fluidity?,True
Should people be allowed to buy and own guns for self-defence?,True
Do we need a national curriculum or should schools be free to educate students as they wish?,True
Should we have a no-fly zone over central London to reduce pollution?,True
Should we ban the sale of sugary drinks in all schools?,True
Is it morally wrong to eat meat?,True
Should children be educated at home?,True
Should MPs be able to claim expenses for a second home?,True
Is it appropriate to eat meat?,True
Should people be allowed to opt out of the national health service?,True
Do we need an elected House of Lords?,True
Should there be tighter restrictions on immigration?,True
Should we ban or heavily restrict the sale of cigarettes?,True
Should we place more restrictions on the sale of firearms?,True
Are there enough measures in place to protect the privacy of citizens?,True
Is it ever okay to kill animals for food?,True
Is veganism a morally superior way of eating than other diets?,True
Should we allow more immigration to boost our economy?,True
Are there enough fish left in the sea for people to continue eating seafood?,True
Is it right that we have a system of government where the House of Lords has as much power as the House of Commons?,True
Should we let the private sector compete against the NHS for the provision of medical care?,True
Should it be illegal to own a gun?,True
Should the UK government make all the decisions regarding what is taught in school?,True
Should all schools teach sex education?,True
Should children be given a weekly allowance?,True
Is the state doing enough to reduce violent crime?,True
Is the UK government doing enough to protect the environment?,True
Is it okay to build on brownfield land (land that was formerly industrial) if that reduces the total amount of green space in a city?,True
Is it morally permissible to kill animals for food?,True
Should people have a right to privacy in the UK?,True
"Should everyone be entitled to at least £10,000 a year income?",True
Should we ban all cigarettes and make it illegal to smoke?,True
Should people in the UK be allowed to own firearms?,True
Do you think a person should be allowed to get married to more than one person at the same time?,True
Should every school have an age-appropriate sex education program?,True
Do we need stricter gun control?,True
Should all schools in the UK be required to teach a religious studies course?,True
Should the King be allowed to have a TikTok account?,True
Should we make the majority of the work of the House of Lords elected?,True
Should we scrap the NHS and replace it with a 'private healthcare system'?,True
Should people be allowed to access all of their own genetic data?,True
Should school start at 9am and end at 5pm?,True
Is the UK’s high national debt a cause for concern?,True
Is the teaching of creationism in schools a bad thing?,True
Should the UK have universal health care?,True
Should we change our immigration policy to increase the number of skilled workers we allow into the country?,True
Should the state spend more money on protecting the environment?,True
Should we abolish the House of Lords?,True
Are vegans making a positive contribution to the world?,True
Are local authorities doing enough to encourage cycling?,True
"Should people who choose to become vegans be allowed to sue people who force them to eat animal products (by, for example, serving them in restaurants)?",True
Should we ban the sale of alcohol and cigarettes in public places?,True
Should children be taught about different religions at school?,True
Should people be allowed to make a living from running an online gambling company?,True
Should we allow the sale of private healthcare services?,True
Should we restrict the right of individuals to own handguns?,True
Should people be allowed to play loud music late at night?,True
Should adults who want to be married be allowed to marry?,True
Should we allow the sale of e-cigarettes to under 18s?,True
Is it ethical for people to eat non-human animals?,True
Should schools teach about same-sex relationships as part of their sex education?,True
Should there be a ban on people having guns in their homes?,True
Is eating meat immoral?,True
Should cigarettes be made illegal?,True
Should the House of Lords be elected instead of appointed?,True
Should the government put more funding into primary school teaching?,True
Should people be allowed to own as many guns as they want?,True
Should the education system be reformed?,True
Is it okay to use animals for food?,True
Should people be allowed to sue doctors if they think they have received sub-standard treatment?,True
Should people be allowed to buy private health insurance for themselves and their families?,True
Should the NHS be privatized?,True
Should people who are married or in a civil partnership be given special rights and responsibilities in the law?,True
Should the government restrict the amount of alcohol people can buy?,True
Should more countries allow their citizens to have the right to die if they wish?,True
Should young people be allowed to take gap years?,True
Should anyone be allowed to own a gun?,True
Was austerity the right policy response to the 2008 financial crisis?,True
Should we use the power of taxation to discourage people from smoking cigarettes?,True
Should people be allowed to sell their own plasma?,True
Does everyone have a right to free healthcare?,True
Should we prohibit the sale of alcohol?,True
Should we ban the sale of tobacco products?,True
Should we cut the number of Members of Parliament?,True
Does austerity help or harm the economy?,True
Should the sale of e-cigarettes be banned?,True
Should we remove all age restrictions from the sale of tobacco?,True
Should the UK spend more money on the environment?,True
Should we introduce more controls on the sale of alcohol and tobacco?,True
Should children be taught more about the achievements of past civilizations and less about modern society?,True
Should we continue to make the NHS free at the point of delivery?,True
Should we abolish private health care and put all health care under the control of the government?,True
Should children under 11 years of age be allowed to play video games?,True
Should the number of MPs in the UK be reduced?,True
Should we ban the sale of cigarettes?,True
Should members of Parliament have to pass a test of basic general knowledge?,True
Should we have a law that makes it illegal for people to eat meat?,True
Is austerity the best policy during a recession?,True
Should we make it illegal to buy and sell alcohol?,True
Should schools have a dedicated classroom for students who are dyslexic?,True
Should MPs get a pay rise?,True
Should immigration be reduced or expanded?,True
Should all children be given a vegetarian diet at school?,True
Is it OK to eat meat?,True
Should we have to pay for NHS prescriptions?,True
Should the UK government provide universal healthcare?,True
Is it appropriate for the government to restrict immigration?,True
Is immigration a net positive for a country's economy?,True
Is there enough regulation to protect workers in the UK?,True
Should schools be responsible for the welfare of students outside of school hours?,True
Do we need a more comprehensive immigration policy?,True
Is it better to be a vegan than to be an omnivore?,True
Does it matter that the number of women elected to the House of Commons is significantly lower than the number of men?,True
"Should more emphasis be placed on teaching the history and values of the nation, as opposed to the history and values of other nations?",True
Is the UK doing enough to reduce its impact on the environment?,True
Is it okay for supermarkets to sell products containing meat from non-human animals?,True
Should people be allowed to own and keep guns in their homes?,True
Should the UK have nationalized healthcare?,True
Should we require people to submit to a mandatory national health insurance program?,True
Should we allow people to carry guns in public?,True
Should people be allowed to be self-employed at 16 years old?,True
Is the government doing enough to combat the spread of antibiotic-resistant bacteria?,True
Should it be compulsory for people to have private medical insurance?,True
Should we ban the sale of tobacco and/or alcohol?,True
Is there anything wrong with advertising alcohol?,True
Will austerity reduce UK debt?,True
Should all people in the UK be required to pay taxes to support a national healthcare system?,True
Should we increase the proportion of women in parliament?,True
Should the UK change the way the House of Lords is constituted?,True
Should the police be able to carry guns?,True
Are vegan and vegetarian diets good for your health?,True
Should the government restrict the sale of alcohol to 18 and over?,True
Should we reform the NHS so that patients have more say over their care?,True
Should all students be required to pass a swimming test before they graduate from high school?,True
Should the House of Lords be abolished?,True
Should there be a greater number of restrictions on which people are allowed to buy alcohol?,True
Should all food be vegetarian?,True
Does the government need to do more to protect people from the sun’s UV rays?,True
Would it be a good idea to have rules that make it mandatory for all children to have at least an hour per day of physical activity?,True
Should the UK government require the teaching of religion in schools?,True
Should we continue to have an unelected House of Lords?,True
Should we spend more on protecting the environment?,True
Should people in the UK be allowed to carry non-lethal weapons for self-defence?,True
Is it wrong to eat meat?,True
Should the government ban the sale of electronic cigarettes?,True
Should people have a right to eat whatever they like?,True
Is the government doing enough to protect the environment?,True
Should people have a legal duty to recycle?,True
Should we make it easier for immigrants to become citizens?,True
Is it necessary to regulate and monitor personal health data to prevent another global pandemic?,True
Should Britain's National Parks be managed by private companies?,True
Should young children be taught about a God?,True
Would a national lottery help solve Britain’s financial problems?,True
Is it ok for the government to ban the sale of cigarettes?,True
Should every adult be required to work a set number of hours every year to help with community projects?,True
Has the government done enough to protect the environment?,True
Is it acceptable to ban the sale of cigarettes and other tobacco products?,True
Are we doing enough to combat terrorism?,True
Is “austerity” necessary to fix the UK’s budget deficit?,True
Should every child in the UK have access to an arts education?,True
"Should the government limit access to gambling, alcohol, tobacco, and sugar-sweetened beverages?",True
Should we restrict immigration of people from the European Union?,True
Should all children be automatically registered with a religion?,True
Is it okay to eat a meat diet?,True
Should we ban the sale of large fizzy drinks over the counter in UK stores?,True
Should the devolved nations be able to control immigration policy?,True
Should we allow mass immigration?,True
Should anyone be allowed to legally carry a concealed firearm?,True
Should students be assessed on how well they collaborate with their peers?,True
Is a vegan diet better for the environment than a meat-eater’s diet?,True
Is it morally acceptable to eat meat?,True
Should the state be allowed to make laws banning the sale of products based on their nutritional content?,True
Should we allow private healthcare to flourish in the UK?,True
Should children be allowed to use computers in class?,True
Should we prohibit the sale of alcohol on public holidays?,True
Is it right to eat meat?,True
Should students be taught financial literacy in school?,True
Should cosmetic surgery be more accessible?,True
Should we all become vegan?,True
Should we make more effort to protect and improve the environment for endangered species?,True
Should there be a legal duty for people to look out for their neighbours?,True
Is it okay to eat insects?,True
Should we be doing more to protect wild species?,True
Should we allow children as young as six to be left at home alone?,True
Is it a good idea for the government to try to encourage us to live more environmentally friendly lifestyles?,True
Should we ban the production and sale of tobacco?,True
Is it okay for people to hunt for sport?,True
Would it be a good idea to introduce a four-day workweek?,True
Should the UK set a goal to be carbon neutral (reach net zero) by 2050?,True
Should the price of prescription drugs be capped?,True
Should the government fund basic science research?,True
Is it ok for young people to use cannabis?,True
Should the government fund a high-speed rail line from London to Birmingham?,True
Should we restrict the ability of the police to use stop and search powers?,True
Should the government allow fracking?,True
Should a country have a strong military?,True
Should the government fund a public art program to beautify our towns and cities?,True
Should we allow doctors to prescribe illegal drugs such as heroin to addicts?,True
Should we ban fireworks?,True
Should we increase taxes on property owners?,True
Would a universal basic income increase employment?,True
Should the law require all new cars to be fitted with technology that would allow them to be driven autonomously?,True
Is the Royal family a net positive for society?,True
Is it fair to ban parents from smoking in the car if a child is present?,True
Should we have a maximum wage to ensure that footballers do not earn more than the Prime Minister?,True
Should we introduce a new tax on social media companies?,True
Should we require all new cars to be electric?,True
Are we too reliant on technology in the modern age?,True
Should we ban the wearing of fur?,True
Should all new cars be equipped with speed limiters?,True
Should the government have a greater role in regulating social media platforms?,True
Should we have a minimum wage in the UK?,True
Should we offer free meals to people from disadvantaged backgrounds?,True
Is the global north at risk from the avian flu?,True
Should people be allowed to sell their organs on the open market?,True
Is the United Kingdom the best country in the world?,True
Should Britain use Chinese technology in its critical national infrastructure?,True
Should all parents get paid leave after having a baby?,True
Has globalization been a net positive for humanity?,True
Should the UK give funding to international relief agencies to assist those suffering in refugee camps?,True
Should people be allowed to ride bikes on sidewalks?,True
Should the government provide free internet access to every home?,True
Should we implement a basic income scheme in the UK?,True
Should employers be required to set aside a percentage of their profits for their employees?,True
Should the UK have an 80% tax rate on incomes above £10 million?,True
Should the voting age be reduced to 16 years old?,True
Should the UK impose a new carbon tax on fossil fuel industries?,True
Should we make it compulsory for new homes to have solar panels?,True
Should the UK government cut corporation tax?,True
Should there be union representation in management and boards?,True
Should the government subsidise certain businesses?,True
Should the government build more wind turbines?,True
Is the UK too dependent on oil?,True
"Should local councils invest in public toilets, even if they are rarely used?",True
Should the UK cut subsidies to farmers?,True
Should the minimum wage be increased to match inflation?,True
Should we remove statues of people who did or said racist things in the past?,True
"Is it a good idea for the UK to invest heavily in renewable energy, like wind and solar power?",True
Should the UK government give special financial help to people who have their own business?,True
Are the police and armed forces doing enough to combat gang crime?,True
"Should we let everyone vote on everything, even if they don't know what they're voting for?",True
Should we cut taxes?,True
Should the government increase taxes on the wealthy?,True
